Runs,Games,Wins,Loss,W-L%
0,12,12,0,1
1,13,13,0,1
2,20,18,2,0.9
3,21,17,4,0.81
4,22,13,9,0.591
5,16,9,7,0.563
6,12,6,6,0.5
7,13,6,7,0.462
8,12,1,11,0.083
9,7,2,5,0.286
10,6,1,5,0.167
11,2,0,2,0
12,2,0,2,0
13,1,0,1,0
14,2,0,2,0
15,1,0,1,0