Runs,Games,Wins,Loss,W-L%
0,6,6,0,1
1,28,25,3,0.893
2,19,15,4,0.789
3,24,16,8,0.667
4,26,13,13,0.5
5,20,8,12,0.4
6,10,2,8,0.2
7,7,1,6,0.143
8,8,2,6,0.25
9,3,0,3,0
10,5,1,4,0.2
11,3,0,3,0
12,1,0,1,0
13,1,0,1,0
15,1,0,1,0
