Runs,Games,Wins,Loss,W-L%
0,12,0,12,0
1,7,1,6,0.143
2,25,2,23,0.08
3,26,9,17,0.346
4,23,8,15,0.348
5,26,12,14,0.462
6,12,9,3,0.75
7,11,8,3,0.727
8,2,2,0,1
9,2,2,0,1
10,6,6,0,1
11,1,1,0,1
12,2,2,0,1
13,2,1,1,0.5
14,2,2,0,1
15,2,2,0,1